,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,onmousedown,snippet,source,sponsored,state,stations,url
37,Seattle,BlackRock,US,"Wed, 15 Feb 2017 18:46:39 GMT",False,"Seattle, WA","Seattle, WA 98101",24 days ago,False,99b43c8cdb8958e4,QA Engineer,"indeed_clk(this,'2871');","Programming experience in <b>JAVA</b>. Exposure to scripting languages like JavaScript, VB Script, Gherkin, <b>Python</b>....",BlackRock,False,WA,,http://www.indeed.com/viewjob?jk=99b43c8cdb8958e4&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
38,Seattle,Triad Group,US,"Thu, 02 Mar 2017 02:10:37 GMT",False,"Seattle, WA","Seattle, WA",9 days ago,True,4ee29226c962d60e,UI/UX Developer,"indeed_clk(this,'2871');","Senior Software Engineer (UI/UX, JavaScript, Angular, Node) Location: Seattle, WA Compensation: ~ $75.00/hr (W2 only). Paid Time off, 401k, Optional health",Triad Group,False,WA,,http://www.indeed.com/viewjob?jk=4ee29226c962d60e&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
39,Seattle,Coupang,US,"Tue, 03 Jan 2017 06:51:10 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,True,92c093ced6bbad27,Sr. Software Engineer,"indeed_clk(this,'2871');","3+ years of experience with <b>Java</b>, SQL, Javascript, and ideally some <b>Python</b>. Experience with handling large data volumes in a <b>Java</b> server environment – ideally...",Coupang,False,WA,,http://www.indeed.com/viewjob?jk=92c093ced6bbad27&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
40,Seattle,Amazon Corporate LLC,US,"Thu, 23 Feb 2017 11:57:18 GMT",False,"Seattle, WA","Seattle, WA",16 days ago,False,b426722d0d53561e,"Frontend Engineer, AWS Machine Learning Platform","indeed_clk(this,'2871');","Proficiency in, at least, one modern programming language such as <b>Java</b>, <b>Python</b>, C++, C#, Perl. In this role you will design, implement, test, document, and...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=b426722d0d53561e&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
41,Seattle,University of Washington,US,"Fri, 10 Mar 2017 00:27:26 GMT",False,"Seattle, WA","Seattle, WA",2 days ago,False,c6908df9ad30b4d8,ENVIRONMENTAL DATA SPECIALIST,"indeed_clk(this,'2871');","<b>Python</b> programming, including the Django framework. Management of <b>Java</b> Tomcat web apps including GeoServer. The University of Washington (UW) is proud to be one...",University of Washington,False,WA,,http://www.indeed.com/viewjob?jk=c6908df9ad30b4d8&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
42,Seattle,University of Washington Medical Center,US,"Thu, 09 Mar 2017 22:38:23 GMT",False,"Seattle, WA","Seattle, WA",2 days ago,False,763347d346ee5db9,ENVIRONMENTAL DATA SPECIALIST,"indeed_clk(this,'2871');","<b>Python</b> programming, including the Django framework. Management of <b>Java</b> Tomcat web apps including GeoServer. The University of Washington (UW) is proud to be one...",University of Washington Medical Center,False,WA,,http://www.indeed.com/viewjob?jk=763347d346ee5db9&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
43,Seattle,Splunk,US,"Fri, 10 Mar 2017 01:32:20 GMT",False,"Seattle, WA","Seattle, WA 98121",1 day ago,False,c1a68250c65319b3,Principal Software Engineer - Backend C++,"indeed_clk(this,'2871');","But we have several projects in other languages, including GoLang and <b>Java</b>. Our backend is exclusively in C and C++, with some <b>Python</b> extensibility endpoints....",Splunk,False,WA,,http://www.indeed.com/viewjob?jk=c1a68250c65319b3&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
44,Seattle,"Amazon Web Services, Inc.",US,"Tue, 07 Feb 2017 23:01:02 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,cbeeafb9fe1f01fc,Sr Full-Stack Developer,"indeed_clk(this,'2871');",Build on AWS for AWS! We are a development team based in Seattle tasked with creating a new set of services and applications to scale up AWS solution...,Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=cbeeafb9fe1f01fc&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
45,Seattle,PayScale,US,"Thu, 09 Feb 2017 04:07:41 GMT",False,"Seattle, WA","Seattle, WA",30 days ago,False,a35449110e127257,Data Engineer,"indeed_clk(this,'2871');","<b>Python</b>, C#, <b>Java</b>, Scala). Working knowledge of popular <b>Python</b> data mining and text mining toolkits, frameworks, and APIs (e.g., Luigi, Pandas, Scikit-learn,...",PayScale,False,WA,,http://www.indeed.com/viewjob?jk=a35449110e127257&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
46,Seattle,A Place for Mom,US,"Wed, 08 Feb 2017 23:51:55 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,d987f6a98bbcd568,Data Engineer,"indeed_clk(this,'2871');","C, <b>Java</b>, <b>Python</b>, etc). This position reports to our Lead Data Engineer....",A Place for Mom,False,WA,,http://www.indeed.com/viewjob?jk=d987f6a98bbcd568&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
47,Bellevue,Microsoft,US,"Wed, 08 Mar 2017 07:47:29 GMT",False,"Bellevue, WA","Bellevue, WA",3 days ago,False,82fc82867d0fa258,Software Engineer,"indeed_clk(this,'2871');","As there are many forms of coding in practical use today, having past experience in languages and frameworks such as Ruby, node.js, <b>Python</b>, C#, <b>Java</b>, and...",Microsoft,False,WA,,http://www.indeed.com/viewjob?jk=82fc82867d0fa258&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
48,Redmond,Universal Avionics Systems Corporation,US,"Tue, 28 Feb 2017 06:53:42 GMT",False,"Redmond, WA","Redmond, WA",11 days ago,False,b439a249abbc193a,Software Engineer,"indeed_clk(this,'2871');","Skills in assembly language, C#, <b>Java</b>, Perl and/or <b>Python</b>. Universal Avionics Systems Corporation, an industry leader in avionics systems technology, is looking...",Universal Avionics Systems Corporation,False,WA,,http://www.indeed.com/viewjob?jk=b439a249abbc193a&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
49,Seattle,eXcell,US,"Thu, 09 Feb 2017 04:15:59 GMT",False,"Seattle, WA","Seattle, WA 98134",30 days ago,False,ed879e91eb70fb60,Big Data Developer,"indeed_clk(this,'2871');","Solid foundation in <b>Java</b> and <b>Python</b>. As part of a leading IT managed services specialist with more than 12,000 associates worldwide, we rely on the personal...",Excell,False,WA,,http://www.indeed.com/viewjob?jk=ed879e91eb70fb60&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
75,Redmond,Microsoft,US,"Mon, 20 Feb 2017 06:53:12 GMT",False,"Redmond, WA","Redmond, WA 98052",19 days ago,False,7c01844834029a57,Data Scientist II,"indeed_clk(this,'3191');",A technical role for self-motivated engineers and scientists in Machine learning at scale. Great opportunity for someone with deep expertise and interest in,Microsoft,False,WA,,http://www.indeed.com/viewjob?jk=7c01844834029a57&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
76,Seattle,WSP | Parsons Brinckerhoff,US,"Fri, 10 Mar 2017 23:22:20 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,05fb71f4b03da560,Data Scientist/Systems Analyst,"indeed_clk(this,'3191');","Our projects are very diverse, from designing and developing web-based business intelligence portals to developing document management - business intelligence...",WSP | Parsons Brinckerhoff,False,WA,,http://www.indeed.com/viewjob?jk=05fb71f4b03da560&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
77,Kirkland,Tableau,US,"Sat, 04 Mar 2017 00:52:47 GMT",False,"Kirkland, WA","Kirkland, WA",7 days ago,False,375f7b3b3dc29ed3,Software Engineer,"indeed_clk(this,'3191');","Excellent understanding of Object Oriented languages such as C++, <b>Java</b>, or <b>Python</b>. 3+ years' experience working with <b>python</b> tools, scripts, &amp; frameworks....",Tableau,False,WA,,http://www.indeed.com/viewjob?jk=375f7b3b3dc29ed3&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
78,Seattle,Google,US,"Tue, 31 Jan 2017 13:03:26 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,d920fe97ffe7fb35,"Technical Curriculum Developer, Google Cloud Platform","indeed_clk(this,'3191');","Recent coding experience in one or more of the following languages, <b>Java</b>, .Net, Perl, PHP, Ruby or <b>Python</b>. Google Cloud teams work with schools, companies and...",Google,False,WA,,http://www.indeed.com/viewjob?jk=d920fe97ffe7fb35&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
79,Seattle,Alamere Inc,US,"Tue, 21 Feb 2017 18:48:10 GMT",False,"Seattle, WA","Seattle, WA 98104",18 days ago,True,c7db0b45b3859e54,Big Data Engineer,"indeed_clk(this,'3191');","Expertise in <b>Java</b>, Scala, <b>Python</b>, or similar. We are looking for Big Data Engineer who have a passion for building data platforms and driving insights from...",Indeed,False,WA,,http://www.indeed.com/viewjob?jk=c7db0b45b3859e54&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
80,Seattle,Businessolver,US,"Mon, 13 Feb 2017 06:52:25 GMT",False,"Seattle, WA","Seattle, WA",26 days ago,False,a2a7ac03c6d7713d,Machine Learning Engineer - SEATTLE,"indeed_clk(this,'3191');",Fluency in a low-level language such as <b>Java</b> or C++. Fluency in a high-level modeling language such as <b>Python</b> scientific computing libraries or R....,Businessolver,False,WA,,http://www.indeed.com/viewjob?jk=a2a7ac03c6d7713d&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
81,Redmond,Microsoft,US,"Thu, 09 Feb 2017 00:13:55 GMT",False,"Redmond, WA","Redmond, WA 98052",30+ days ago,False,0b18d1ccbb83ef88,Data Engineer,"indeed_clk(this,'3191');","5+ years of experience working with software programming and familiarity with languages like C++, C#, <b>Java</b>, <b>Python</b>, SQL....",Microsoft,False,WA,,http://www.indeed.com/viewjob?jk=0b18d1ccbb83ef88&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
82,Bellevue,Concur,US,"Thu, 09 Mar 2017 00:36:56 GMT",False,"Bellevue, WA","Bellevue, WA",3 days ago,False,69c2f5076df39cd7,Data Scientist,"indeed_clk(this,'3191');","Experience with a variety of relevant data manipulation languages (<b>Python</b>, <b>Java</b>, SQL). Concur, a part of SAP, imagines the way the world should work, offering...",Concur,False,WA,,http://www.indeed.com/viewjob?jk=69c2f5076df39cd7&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
83,Bellevue,Ericsson,US,"Tue, 14 Feb 2017 23:45:07 GMT",False,"Bellevue, WA","Bellevue, WA",25 days ago,False,104a7e2b5eeea1b2,Developer/Integration Tester,"indeed_clk(this,'3191');",Solid <b>Java</b> or <b>Python</b> expertise. Solid experience with <b>Java</b> test tools. Ericsson is a world-leading provider of telecommunications equipment &amp; services to mobile...,Ericsson,False,WA,,http://www.indeed.com/viewjob?jk=104a7e2b5eeea1b2&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oN0cen5uxlFTh8KvhqkalJgkt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9qapa3gjcba
